elems	hmax	error	clock_mesh	clock_solve	clock_error
48	1.2727529299449105	0.8063232782470588	0.012231556000000001	0.0076423210000000005	0.0059503690000000005
187	0.6304051415193065	0.17526458349601254	0.024161305	0.016725602000000003	0.014186332000000001
746	0.3176911584239567	0.054175660435789766	0.061755631000000005	0.06712227300000001	0.044279818000000006
3013	0.15889566249258796	0.01878161306284627	0.196144548	0.29262826200000003	0.153706476
11989	0.07953813967171625	0.0060944409782062664	0.7424707070000001	1.365928389	0.608803895
48425	0.03977341558322468	0.002027288836124176	3.0356687470000003	6.6412220710000005	2.388267421
