elems	hmax	error	clock_mesh	clock_solve	clock_error
48	1.2727529299449105	0.860805362466452	0.011972836	0.005691178000000001	0.0053068030000000006
187	0.6304051415193065	0.19583207329118077	0.023402789	0.009729573	0.010402469000000001
746	0.3176911584239567	0.051715776041408826	0.061509416000000004	0.025171452	0.030637733
3013	0.15889566249258796	0.016939623624870854	0.20158777700000002	0.13135807500000002	0.110338006
11989	0.07953813967171625	0.004667101231921957	0.7567150970000001	0.605546072	0.420136901
48425	0.03977341558322468	0.0013016806228305458	3.049295329	2.897222161	1.6729991690000001
193349	0.01988735962510464	0.0004120851852568534	13.292559862000001	14.831410356000001	6.784417974
772466	0.009943674061275078	0.0001461740885858176	56013975395	248.81560152	33.958908821
